Feature1,Feature2,Target,Category_A,Category_B,Category_C,Category_D
-0.9534576145185358,0.7763197353349723,-1.0718844015157447,False,False,True,False
0.3251680691883796,-0.4083192564509723,-1.0718844015157447,False,False,False,True
-0.5699190596027024,-0.2602393824777292,0.9329364235414814,True,False,False,False
-1.237790807847642,-1.3708384372770521,0.9329364235414814,False,True,False,False
-0.08870497935746892,0.9984395462948369,0.9329364235414814,False,False,True,False
0.36647650499571843,-0.18619944549110765,-1.0718844015157447,False,False,False,True
0.0057180333244538795,-0.8525588783707014,-1.0718844015157447,True,False,False,False
0.24098393121230752,-1.592958248236917,0.9329364235414814,False,True,False,False
-0.6930754562291606,-0.001099603024553819,0.9329364235414814,False,False,True,False
-0.4222873029258286,1.6277790106811199,0.9329364235414814,False,False,False,True
-0.7311024803030048,0.14698027094868926,-1.0718844015157447,True,False,False,False
-0.4191086046124099,-1.592958248236917,0.9329364235414814,False,True,False,False
-0.8713776372553187,-0.5563991304242153,-1.0718844015157447,False,False,True,False
-1.781848412889237,-1.3708384372770521,0.9329364235414814,False,False,False,True
0.11630319794426518,-1.3338184687837413,-1.0718844015157447,True,False,False,False
-0.4612131117936826,-0.7044790043974584,0.9329364235414814,False,True,False,False
-1.6860446379595118,-0.03811957151786458,0.9329364235414814,False,False,True,False
0.4008263255545396,0.9243996093082153,0.9329364235414814,False,False,False,True
-0.9652548793823001,-0.2602393824777292,-1.0718844015157447,True,False,False,False
-0.008811256509204774,0.5541999243751077,0.9329364235414814,False,True,False,False
0.6663572491725154,1.442679168214566,-1.0718844015157447,False,False,True,False
0.06800137753171821,1.8869187901342952,-1.0718844015157447,False,False,False,True
1.075469631476286,-0.07513954001117536,0.9329364235414814,True,False,False,False
-1.2918262469355983,-0.445339224944283,-1.0718844015157447,False,True,False,False
0.3405621439610292,-0.445339224944283,0.9329364235414814,False,False,True,False
-0.7434160735101181,1.5537390736944985,-1.0718844015157447,False,False,False,True
-0.928860215214842,-0.4823591934375938,-1.0718844015157447,True,False,False,False
-0.6377649573914183,-1.5189183112502953,0.9329364235414814,False,True,False,False
-0.37124809427921335,-0.3712992879576615,-1.0718844015157447,False,False,True,False
-0.004603628560150937,-1.704018153716849,-1.0718844015157447,False,False,False,True
-1.2223536591598034,1.0724794832814584,-1.0718844015157447,True,False,False,False
0.8375918580274379,-0.445339224944283,-1.0718844015157447,False,True,False,False
0.4036981021869533,0.8503596723215938,-1.0718844015157447,False,False,True,False
-1.5923642411871388,0.25804017642862154,-1.0718844015157447,False,False,False,True
1.4233028050708916,1.2575793257480123,-1.0718844015157447,True,False,False,False
1.8297498504318905,0.5912198928684185,-1.0718844015157447,False,True,False,False
1.1147335668215705,-1.407858405770363,-1.0718844015157447,False,False,True,False
-0.24000463358634821,0.5541999243751077,0.9329364235414814,False,False,False,True
-1.1282319956802802,-1.6669981852235383,-1.0718844015157447,True,False,False,False
0.9907686491496691,1.294599294241323,0.9329364235414814,False,True,False,False
-0.4626050474507033,-0.4083192564509723,0.9329364235414814,False,False,True,False
1.1582716016828924,1.6647989791744306,-1.0718844015157447,False,False,False,True
0.14706198264623976,-0.2232194139844184,0.9329364235414814,True,False,False,False
0.9131831024445046,-0.3712992879576615,0.9329364235414814,False,True,False,False
0.2947211067166264,0.07294033396206771,0.9329364235414814,False,False,True,False
0.6439055859193602,-0.77851894138408,-1.0718844015157447,False,False,False,True
-0.05013564800794141,0.7763197353349723,-1.0718844015157447,True,False,False,False
1.7200523248567012,-0.4083192564509723,0.9329364235414814,False,True,False,False
0.06593660442200479,-0.5934190989175261,0.9329364235414814,False,False,True,False
0.34021089456536074,-0.6304390674108369,0.9329364235414814,False,False,False,True
0.0971588616643195,-0.4823591934375938,0.9329364235414814,True,False,False,False
